類別,建築物名稱,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
一般住宅,金國賓大樓,WMA02338,中山里,臺北市中山區新生北路二段60巷2號,"25.055664,121.527192",1,216,中山分局,
一般住宅,公寓,WMA02339,中山里,臺北市中山區新生北路二段60巷24-26號,"25.055669,121.526784",1,218,中山分局,
一般住宅,大樓,WMA03774,中山里,臺北市中山區新生北路60之1號,"25.055783,121.527202",1,1792,中山分局,
一般住宅,康寧華廈,WMA01269,中山里,臺北市中山區林森北路281-293號,"25.055446,121.525575",2,561,中山分局,
一般住宅,雲霄大廈,WMA01776,中山里,臺北市中山區長春路57-61號,"25.055028,121.526225",1,303,中山分局,
一般住宅,金蓬萊大厦,WMA01779,中山里,臺北市中山區長春路65-69號,"25.055022,121.526402",1,497,中山分局,
一般住宅,香格里拉大廈,WMA02336,中山里,臺北市中山區新生北路二段58巷4、6號,"25.055306,121.525954",1,171,中山分局,
一般住宅,公寓,WMA02341,中山里,臺北市中山區新生北路二段60巷38號,"25.055674,121.526318",1,73,中山分局,
一般住宅,大樓,WMA02342,中山里,臺北市中山區新生北路二段61巷40、42號,"25.055748,121.525701",1,142,中山分局,
一般住宅,公寓,WMA02343,中山里,臺北市中山區新生北路二段60巷44-50號,"25.055689,121.525761",1,252,中山分局,
一般住宅,公寓,WMA02344,中山里,臺北市中山區新生北路二段60巷52-58號,"25.055685,121.526011",1,257,中山分局,
一般住宅,公寓,WMA03288,中山里,臺北市中山區新生北路二段58巷20號,"25.05532,121.526594",1,132,中山分局,
一般住宅,金享商業大廈,WMA03289,中山里,臺北市中山區林森北路271-279號,"25.055164,121.525567",3,437,中山分局,
一般住宅,公寓,WMA03353,中山里,臺北市中山區新生北路二段58巷46-52號,"25.055306,121.525954",1,179,中山分局,
一般住宅,昇中山大樓,WMA03885,中山里,臺北市中山區中山北路二段77巷20號,"25.05755129749339,121.52476529646803",1,222,中山分局,
一般住宅,大樓,WMA03892,中山里,臺北市中山區中山北路二段77巷12號,"25.057579040199755,121.52414175412532",1,93,中山分局,
一般住宅,大樓,WMA00708,中央里,臺北市中山區民生東路二段166號,"25.057728,121.534178",3,1300,中山分局,
一般住宅,大樓,WMA00710,中央里,臺北市中山區民生東路二段168號,"25.057715,121.534685",2,607,中山分局,
一般住宅,大樓,WMA00711,中央里,臺北市中山區民生東路二段170號,"25.057708,121.535085",1,1531,中山分局,
一般住宅,大樓,WMA00713,中央里,臺北市中山區民生東路二段174-176號,"25.057707,121.53569",1,1380,中山分局,
一般住宅,大樓,WMA00717,中央里,臺北市中山區民生東路二段178號,"25.057699,121.536212",1,1380,中山分局,
一般住宅,大樓,WMA01931,中央里,臺北市中山區建國北路二段72-76號,"25.054943,121.536473",1,241,中山分局,
一般住宅,大樓,WMA02027,中央里,臺北市中山區建國北路二段82-84號,"25.055547,121.536495",1,432,中山分局,
一般住宅,大樓,WMA02028,中央里,臺北市中山區建國北路二段86-88號,"25.056039,121.536511",1,448,中山分局,
一般住宅,大樓,WMA02030,中央里,臺北市中山區建國北路二段90-92號,"25.056594,121.536525",1,315,中山分局,
一般住宅,大樓,WMA02032,中央里,臺北市中山區建國北路二段94-96號,"25.057138,121.536542",1,315,中山分局,
一般住宅,大樓,WMA01399,中央里,臺北市中山區松江路139號,"25.055091,121.533289",4,631,中山分局,
一般住宅,大樓,WMA01410,中央里,臺北市中山區松江路185-187號,"25.05656,121.533317",2,552,中山分局,
一般住宅,大樓,WMA01419,中央里,臺北市中山區松江路207-219號,"25.057162,121.533328",3,5274,中山分局,
一般住宅,公寓,WMA00665,中央里,臺北市中山區四平街55號,"25.053708,121.533525",1,224,中山分局,
一般住宅,公寓,WMA00666,中央里,臺北市中山區四平街72-76號,"25.053576,121.534125",1,57,中山分局,
一般住宅,公寓,WMA00667,中央里,臺北市中山區四平街81-83號,"25.053709,121.534414",1,214,中山分局,
一般住宅,公寓,WMA00668,中央里,臺北市中山區四平街87號,"25.053704,121.534589",1,57,中山分局,
一般住宅,公寓,WMA00970,中央里,臺北市中山區伊通街114-118號,"25.054423,121.534715",1,166,中山分局,
一般住宅,公寓,WMA00980,中央里,臺北市中山區伊通街106巷16-18號,"25.053972,121.533818",1,90,中山分局,
一般住宅,大樓,WMA00981,中央里,臺北市中山區伊通街106巷2號,"25.053961,121.534414",1,245,中山分局,
一般住宅,公寓,WMA00982,中央里,臺北市中山區伊通街106巷6號,"25.053961,121.534291",1,186,中山分局,
一般住宅,大樓,WMA01394,中央里,臺北市中山區松江路121號,"25.052658,121.53325",2,818,中山分局,
一般住宅,大樓,WMA01396,中央里,臺北市中山區松江路125號,"25.053024,121.533257",1,921,中山分局,
一般住宅,大樓,WMA01397,中央里,臺北市中山區松江路127號,"25.053553,121.53327",1,350,中山分局,
一般住宅,公寓,WMA01490,中央里,臺北市中山區松江路123巷10號,"25.052841,121.534148",1,58,中山分局,
一般住宅,大樓,WMA01491,中央里,臺北市中山區松江路123巷11號,"25.052979,121.534167",2,325,中山分局,
一般住宅,公寓,WMA01492,中央里,臺北市中山區松江路123巷5號,"25.052969,121.533743",1,100,中山分局,
一般住宅,大樓,WMA01493,中央里,臺北市中山區松江路123巷7號,"25.052996,121.533873",1,330,中山分局,
一般住宅,大樓,WMA01744,中央里,臺北市中山區長春路172號,"25.054691,121.53385",2,929,中山分局,
一般住宅,大樓,WMA01745,中央里,臺北市中山區長春路184號,"25.054676,121.534627",2,203,中山分局,
一般住宅,大樓,WMA01747,中央里,臺北市中山區長春路188-208號,"25.054666,121.535073",1,2135,中山分局,
一般住宅,公寓,WMA01893,中央里,臺北市中山區南京東路二段115巷18號,"25.053149,121.53355",1,81,中山分局,
一般住宅,公寓,WMA01894,中央里,臺北市中山區南京東路二段115巷35號,"25.05356,121.533554",1,90,中山分局,
一般住宅,公寓,WMA03012,中央里,臺北市中山區南京東路二段115巷3-5號,"25.053217,121.53355",1,672,中山分局,
一般住宅,璀璨大樓,WMA03357,中央里,臺北市中山區松江路133巷50號,"25.054314,121.534684",1,221,中山分局,
一般住宅,四季芳庭大樓,WMA03555,中央里,臺北市中山區四平街56號,"25.05357,121.53345",1,156,中山分局,
一般住宅,新台豐大樓,WMA01828,中央里,臺北市中山區南京東路二段111號,"25.052281,121.533427",2,262,中山分局,
一般住宅,偉成大樓,WMA01831,中央里,臺北市中山區南京東路二段123號,"25.052227,121.533728",2,1329,中山分局,
一般住宅,偉成大樓,WMA01832,中央里,臺北市中山區南京東路二段125號,"25.052222,121.534574",2,1229,中山分局,
一般住宅,公寓,WMA01892,中央里,臺北市中山區南京東路二段115巷1號,"25.052679,121.533682",1,95,中山分局,
一般住宅,公寓,WMA00660,中央里,臺北市中山區四平街113號,"25.053698,121.536092",1,143,中山分局,
一般住宅,公寓,WMA00669,中央里,臺北市中山區四平街91-93號,"25.053712,121.535203",1,211,中山分局,
一般住宅,大樓,WMA00969,中央里,臺北市中山區伊通街111-113號,"25.053705,121.534948",1,203,中山分局,
一般住宅,大樓,WMA00983,中央里,臺北市中山區伊通街125巷13號,"25.054076,121.535588",1,432,中山分局,
一般住宅,公寓,WMA00984,中央里,臺北市中山區伊通街125巷3-5號,"25.054068,121.535163",1,227,中山分局,
一般住宅,大樓,WMA02064,中央里,臺北市中山區建國北路二段64巷1-3號,"25.05439,121.536334",3,442,中山分局,
一般住宅,松江會館大樓,WMA03226,中央里,臺北市中山區伊通街129號,"25.05439,121.534937",1,214,中山分局,
一般住宅,大樓,WMA03456,中央里,臺北市中山區建國北二段64巷9號,"25.05449,121.535961",1、2,280,中山分局,
一般住宅,公寓,WMA00968,中央里,臺北市中山區伊通街107號,"25.05349,121.534923",1,14,中山分局,
一般住宅,聯邦商業大樓,WMA01834,中央里,臺北市中山區南京東路二段137號,"25.052216,121.53511",2,1213,中山分局,
一般住宅,大樓,WMA01972,中央里,臺北市中山區建國北路二段24-30號,"25.053045,121.53644",1,280,中山分局,
一般住宅,大樓,WMA01929,中央里,臺北市中山區建國北路二段36-38號,"25.053467,121.536435",1,705,中山分局,
一般住宅,公寓,WMA02061,中央里,臺北市中山區建國北路二段6巷1號,"25.052595,121.536368",1,153,中山分局,
一般住宅,公寓,WMA02062,中央里,臺北市中山區建國北路二段6巷19號,"25.052619,121.535434",1,94,中山分局,
一般住宅,大樓,WMA02063,中央里,臺北市中山區建國北路二段6巷3號,"25.052627,121.536182",1,331,中山分局,
一般住宅,新光人壽南京科技大樓,WMA03083,中央里,臺北市中山區南京東路二段167號,"25.052233,121.536186",1,680,中山分局,
一般住宅,大樓,WMA03877,中央里,臺北市中山區建國北路二段60號,"25.054385251171944,121.53643832659264",1,881,中山分局,
一般住宅,富邦南京大樓,WMA03259,中央里,臺北市中山區南京東路二段139號,"25.052212,121.53542",3,840,中山分局,
一般住宅,大樓,WMA03434,中央里,臺北市中山區伊通街99巷9號,"25.053321,121.535317",1,300,中山分局,
一般住宅,國泰大樓,WMA03889,中央里,臺北市中山區松江路169號,"25.056113461606337,121.53333842546655",5,560,中山分局,
一般住宅,公寓,WMA00003,中吉里,臺北市中山區一江街22號,"25.052679,121.531415",1,237,中山分局,
一般住宅,公寓,WMA00004,中吉里,臺北市中山區一江路24號,"25.052838,121.531419",1,50,中山分局,
一般住宅,公寓,WMA00661,中吉里,臺北市中山區四平街13號,"25.053756,121.530765",1,74,中山分局,
一般住宅,吉霖大樓,WMA01027,中吉里,臺北市中山區吉林路53-59號,"25.053379,121.530264",1,633,中山分局,
一般住宅,松江二村大樓,WMA01495,中吉里,臺北市中山區松江路124巷29-31號,"25.052658,121.530657",1,451,中山分局,
一般住宅,公寓,WMA01498,中吉里,臺北市中山區松江路132巷17號,"25.053001,121.530962",1,81,中山分局,
一般住宅,公寓,WMA01499,中吉里,臺北市中山區松江路132巷21號,"25.053025,121.530607",1,122,中山分局,
一般住宅,公寓,WMA01502,中吉里,臺北市中山區松江路150巷25-29號,"25.054103,121.530794",1,36,中山分局,
一般住宅,公寓,WMA01503,中吉里,臺北市中山區松江路150巷26號,"25.053995,121.530902",1,36,中山分局,
一般住宅,公寓,WMA01505,中吉里,臺北市中山區松江路156巷19號,"25.054448,121.531126",1,27,中山分局,
一般住宅,公寓,WMA01507,中吉里,臺北市中山區松江路156巷30-32號,"25.054334,121.530714",1,52,中山分局,
一般住宅,公寓,WMA01508,中吉里,臺北市中山區松江路156巷29-35號,"25.054463,121.530658",1,78,中山分局,
一般住宅,公寓,WMA01726,中吉里,臺北市中山區長春路118號,"25.054746,121.5303",1,180,中山分局,
一般住宅,公寓,WMA01728,中吉里,臺北市中山區長春路124號,"25.054746,121.530458",1,146,中山分局,
一般住宅,王樣力麒花園大樓,WMA00237,中吉里,臺北市中山區吉林路63-65號,"25.05382,121.530353",1,722,中山分局,
一般住宅,安和吉林大樓,WMA03503,中吉里,臺北市中山區吉林路71號,"25.054279,121.53024",1,144,中山分局,
一般住宅,松江企業大樓,WMA01395,中吉里,臺北市中山區松江路122號,"25.052326,121.532814",1,318,中山分局,
一般住宅,大樓,WMA01496,中吉里,臺北市中山區松江路124巷5-7號,"25.052624,121.532323",1,298,中山分局,
一般住宅,公寓,WMA01497,中吉里,臺北市中山區松江路124巷9-11號,"25.052661,121.53202",1,398,中山分局,
一般住宅,大樓,WMA01886,中吉里,臺北市中山區南京東路二段87號,"25.05225,121.531889",3,1311,中山分局,
一般住宅,大樓,WMA03308,中吉里,臺北市中山區南京東路二段95-97號,"25.052246,121.532255",1,738,中山分局,
一般住宅,南京柒伍大樓,WMA03624,中吉里,臺北市中山區南京東路二段75號,"25.052261,121.53097",1,186,中山分局,
一般住宅,大樓,WMA03821,中吉里,臺北市中山區吉林路49號,"25.053138,121.530258",1,358,中山分局,
一般住宅,公寓,WMA00002,中吉里,臺北市中山區一江街21號,"25.052681,121.531609",1,184,中山分局,
一般住宅,大樓,WMA00007,中吉里,臺北市中山區一江街43號,"25.05434,121.531647",1,286,中山分局,
一般住宅,大樓,WMA00008,中吉里,臺北市中山區一江街45-47號,"25.054448,121.531647",1,263,中山分局,
一般住宅,公寓,WMA00664,中吉里,臺北市中山區四平街32號,"25.05359,121.53202",1,88,中山分局,
一般住宅,盛香堂松江大樓,WMA01400,中吉里,臺北市中山區松江路146號,"25.053476,121.532825",1,922,中山分局,
一般住宅,盛香堂大樓,WMA01401,中吉里,臺北市中山區松江路148號,"25.05383,121.532839",3,912,中山分局,
一般住宅,宏泰松江大樓,WMA01402,中吉里,臺北市中山區松江路152號,"25.054189,121.53285",2,1061,中山分局,
一般住宅,大樓,WMA01500,中吉里,臺北市中山區松江路140巷3-5號,"25.05335,121.532304",2,450,中山分局,
一般住宅,大樓,WMA01501,中吉里,臺北市中山區松江路150巷15號,"25.054075,121.531781",1,366,中山分局,
一般住宅,公寓,WMA01504,中吉里,臺北市中山區松江路150巷9-11之1號,"25.054093,121.532144",1,212,中山分局,
一般住宅,大樓,WMA01509,中吉里,臺北市中山區松江路156巷5-7號,"25.054442,121.532349",1,312,中山分局,
一般住宅,公寓,WMA01510,中吉里,臺北市中山區松江路156巷8號,"25.05431,121.532191",1,142,中山分局,
一般住宅,公寓,WMA01511,中吉里,臺北市中山區松江路156巷9號,"25.054452,121.532086",1,134,中山分局,
一般住宅,大樓,WMA03069,中吉里,臺北市中山區一江街21號-1,"25.052681,121.531609",1,210,中山分局,
一般住宅,公寓,WMA03396,中吉里,臺北市中山區松江路150巷10號,"25.053947,121.532099",1,111,中山分局,
一般住宅,松廈一品大樓,WMA03413,中吉里,臺北市中山區一江街37-39號,"25.054136,121.531621",1,410,中山分局,
一般住宅,力麒京王大樓,WMA03491,中吉里,臺北市中山區長春路158號,"25.05467,121.532388",1,622,中山分局,
一般住宅,公寓,WMA00006,中吉里,臺北市中山區一江路38-42號,"25.053826,121.531429",1,45,中山分局,
一般住宅,公寓,WMA00009,中吉里,臺北市中山區一江路48號,"25.054098,121.53143",1,104,中山分局,
一般住宅,大樓,WMA00010,中吉里,臺北市中山區一江路50-58號,"25.054174,121.531433",1,281,中山分局,
一般住宅,大樓,WMA00011,中吉里,臺北市中山區一江路60號,"25.054444,121.531408",1,285,中山分局,
一般住宅,公寓,WMA00012,中吉里,臺北市中山區一江路62號,"25.054556,121.53142",1,84,中山分局,
一般住宅,公寓,WMA00662,中吉里,臺北市中山區四平街25號,"25.053723,121.531246",1,26,中山分局,
一般住宅,公寓,WMA00663,中吉里,臺北市中山區四平街27-29號,"25.053719,121.531288",1,43,中山分局,
一般住宅,大樓,WMA01029,中吉里,臺北市中山區吉林路79號,"25.055164,121.530271",1,496,中山分局,
一般住宅,首都通商大樓,WMA01404,中吉里,臺北市中山區松江路158號,"25.054977,121.532861",2,905,中山分局,
